,0
60,philippin stranger tireless youth participation  especi democraci stake     
61,photos  bundl offici ballot dispatch manila citi hall thursday  may nation print offic quezon citi safekeeping  four day  via read 
62,rememb fulli shade oval candidate  name     
63,peopl day choos option like research justifi choice i wonder ever come point open research first make decision 
64,want show support candidate 
65,youth  futur depend may
66,top bottom them eme 
67,vote wise may
68,habitu principl say make neg normal ov time  peopl get use good bad i think explain corrupt get elect again     
69,full story  may non work holiday    
70,hope vote seen works  trace corrupt lies philippines  wake up 
71,vp leni robredo polit disruptor h platform driven loyalty  cleanliness  evidence bas transpar govern exact opposit troll driven machin oppon        
72,suddenli rememb gloc   song  should right  nic message may join vote
73,in  presid rodrigo dutert declar may special non work holiday enterstori follow
74,name choos from 
75,may still declar malacaang non work holiday philippin nation elections in may elect day declar earli april  thi fishi me 
76,final push    
77,happen hunt wealth plunder former dictat ferdinand marcos  regim son win
78,given time chanc regist voter afraid speak campaign bets you still pay tax resid country 
79,class work feu manilaand makati suspend onmay  thi give way students  faculty  employe particip elections  enter
80,
81,him pl just  see see i dont mean offend anyon question i want enlightened please 
82,vote go mall may    
83,vote correctli child 
84,vote wise    
85,election  let opportun elect right peopl lead country a well elect appropri peopl senate 
86,day th webinar nation forum commun democraci anyare post elect analysis  moder  register 
87,ayala avenu wit protest marches  funerals  bloodi militari upris alway signal massiv polit chang ahead     
88,vote wise monday 
89,martial law victim fear horror marcos  rule would diminish son win presid    
90,friend ask month ago   who  president  i decid remain non partisan topic realli toxic messy polit ph alway messy a may approaches  hope choos right man woman fit role 
91,vice presidenti candid sara dutert deliv flower senatori candid loren legarda interview pastor apollo quiboloy     
92,feel sort emot due
93,think carefully tak care it pleas vote wisely 
94,rememb what  stake 
95,life
96,polit candidates  pleas consider enough play campaign song loudli weekday morn afternoons som peopl work home  student onlin classes  newborns elderli find noisy 
97,kapampink disrespect inc kapampink disown parents where  radic love now 
98,lorenzo legarda levist said left choic publicli state  absolut disgusted  mother loren legarda  choic    
99,make sure check design prioriti lane accommod senior citizens  pregnant women pwd efficiently 
100,refrain take selfies  say comelec 
101,keep top     better    life life
102,oha     life
103,may may
104,undecid voter vote conscienc vote candid mirror valu believ right search heart believ good 
105,us anyonebuti want win
106,undecid voter vote conscienc vote candid mirror valu believ right search heart believ good 
107,
108,think  fight right candid hilarious i d rather friend thi elect would dictat futur luxuri amathet it 
109,jaclyn jose defend inc  choic elect
110,regist filo voter pl pl research alway fact check   dont settl hearsay  just says  random person  tiktok vid sources 
111,regist voter herelet see n may
112,sometim think politician intent priorit educ masses so  or polit party  chanc win next election 
113,hi may
114,simple get money buy food smart vote may  please 
115,vote bbm sara tandem  surpris
116,exol wish fair truth come  m still undecided and can t bash me just don t 
117,
118,absolut centrisim
119,ayala avenu wit mobil myriad polit persuas years 
120,here  guide 
121,lorenzo legarda levist follow mani children marcos dutert uniteam support made public differ polit belief parents     
122,we r home stretch now what next
123,look  clergi moral choic  cmc  held press confer wednesday manila cathedr ask comelec uphold fair honesti  via read 
124,loren legarda  son disown support ferdinand marco jr sara duterte   i absolut disgust     
125,day th webinar nation forum commun democraci anyare post elect analysis  moder  register 
126,hashtag trend wednesday netizen claim member church christ said would still vote leni robredo despit church  endors rivals     
127,who  vp bet  more 
128,priest use social media preach word god virtu prefer candid one divis elections 
129,regardless win filipino could see still fight polit month come 
130,prepar code  check guide    
131,photos  mocha uson file wednesday manifest comelec regard physic health capac senatori candid work senat elect  via
132,final pink ralli may    
133,comelec clarifi voter requir wear face shield present vaccin card elect day may
134,   dieser articl durchleuchtet den aktuellen wahlkampf auf den philippinen sehr przise und wohlinformiert  ist ziemlich traurig  da hier vor ort mitanzusehen 
135,doc tricia who it  joferlyn
136,seem pure elections  support if so  do it import fight 
137,refrain take selfies  say comelec     
138,homestretch campaign     
139,day go oversea vote philippin elect ends  mani filipino yet receiv postal ballot philippin embassy read story 
140,mocha uson ask comelec look health former vice presid jejomar binay run senat    
141,archives  endors big religi group ticket elect victory     
142,convinc fight  bullied  miss insult boy abunda if anyon watches  see thing think  day go 
143,day left election im anxiou still hopeful let  win this everyon pleas vote wise
144,feel stressed  angry  anxiou normal her tip deal it    
145,whoever win may elect full plate problem manage  press country  territori squabbl preserv tie    
146,presidenti candid bongbong marco messag supporters 
147,may th u i good governance  you hop may ps if u think abt it  starwar political it demonstr collectively  peopl hope amp fight good  life
148,ayala avenu wit protest marches  funerals  bloodi militari upris alway signal massiv polit chang ahead     
149,meet tricia robredo aka joferlyn    
150, ayala avenu wit protest marches  funerals  bloodi militari upris alway signal massiv polit chang ahead  
151,end day  hope judg fals basi without valid legal proof argument arguing and hope littl awar real problem country it  mema 
152,futur countri hands 
153,presidenti candid bongbong marco call support protect vote theft may    
154,heartstopp
155,ladi peac good voyage  pray us st joseph  worker  pray us jesus  trust you thank god thank bayuuu 
156,fck get phone number   i feel violated 
157,happen hunt wealth plunder former dictat ferdinand marcos  regim son win
158,day philippin elect  be mind fact fake news are do research make sure legit sources  to believ rumor self esteem  
159,expect queue line follow guidelin precinct peac elect day 
160,expect queue line follow guidelin precinct peac elect day 
161,tale two aspir leaders on who  prioriti peopl one vote people now  i ll let decide who realli care you who want rise power 
162,philippines  let  wast upcom
163,there  still time left 
164,i m quit confus list name endors church christ versu teach church ther seem disconnect i trust follow moral independ base teach god 
165,church christ  candidaci ferdinand marco jr  offici endorsed and sara dutert
166,skip long line next week 
167,makati congressman monsour del rosario weigh reform switch lacson robredo
168,check may
169,final pink ralli may    
170,in  church christ formal endors bongbong marco davao citi mayor sara duterte carpio presid vice president  soon
171,pep elect watch  polit underdog  vp leni robredo held  power volunteerism  fight
172,alfr vargas  brother  withdraw candidaci despit death threat
173,three priest explain speak liar thiev
174,pokwang confirm dj durano apolog call  feel famous  feel ai ai 
175,shade two presidents  elect stori here 
176,triggered it  bibl said centuries  priest said  more 
177,vice vice 
178,pep elect watch  freighter  presidenti aspir manni pacquiao world champion boxer senator 
179,pep elect watch  isko moreno  garbag tondo manila mayor
180,pep elect watch  presidenti aspir bongbong marcos  unfaz controversi
181,filipino cast vote six days 
182,
183,puls asia explain result latest pre elect survey
184,pep elect watch  senat ping lacson hold track record former law enforc rose ladder reput action man no tak policy 
185,see recent presidenti elect survey  doounts you want better country stop support well known douches don t make mistak wanna suffer anoth year pain credenti gt be famou
186,pep elect watch  know president find background ka leodi de guzman
187,near  hope vote right peopl els shithol go get wors
188,sinc elect almost near wanna say pray best futur nation pleas vote wisely  know histori research nation deserv good leader
189,turn decid fate nation 
190,vote precinct  stay vigil follow protocol  mask cast vote responsibly 
191,like bbm  that  okay if like leni  that  okay if like me  okay 
192,day        
193,gonna vote  repli who 
194,brief profil nation elect candid may explor here 
195,mayor vico sotto forc reveal presidenti candidate 
196,days  election a note  wear polit color elect day possibl elector fraud occurring  let remind us practic secreci may
197,bet meet qualifications   time voter here  guide 
198,vice presidenti candid sara duterte carpio said monday best pick posit  strong heart  deliv work need public servant     
199,pasig mayor vico sotto  seek reelection  maintain would  stand conviction  despit pressur speak name presidenti candidate     
200,get know senatori candid answer questions     
201,result survey releas week
202,real uniti help uplift live fellow filipino sectors  archbishop socrat villega said     
203,bongbong marco sara duterte carpio remain top choic presid vice presid mani filipino accord april puls asia survey     
204,tandem vice presid leni robredo sen franc  kiko  pangilinan search candid week    
205,turn act enact change 
206,vice presid leni robredo one proud mother     
207,possible  vote precinct earli can 
208,possible  vote precinct earli can 
209,know means     
210,former  solid  marco support encourag other switch pink     
211,shade two presid two vps  may surviv guide 
212,megastar recal transcend friendship presidenti candid bongbong marco becom  wiser  politics     
213,last event pilipina debat    
214,get lost come elect day     
215,shot leni     
216,three meet de avanc may elections     
217,join campaign ralli last week campaign period     
218,trigger elect fake news onlin bardagulan     
219,archives  here  explain help make sens elect surveys     
220,vote can t 
221,case know ballot number chosen candidates     
222,lng namanthank batangasbatanga pink life live
223,pleas love god vote wise upcom elect
224,done fulfil one respons filipino citizen lord pleas guid enlighten ofw voter world may choos candid work efficiently  compassion amp with integr better country 
225,toxic elect ph to much bs tear unity 
226,okay leav blank   time voter here  guide  https    
227,make sure confirm statu may
228,elit famili long rule philippin politics     
229,better vote wise philos   day pleas use vote wisely w cannot afford anoth dictat make lead countri fck merci countri
230,vote pinas  opening   
231,voted oversea absente voting let  love philippines 
232,elect hamilton music relev song
233,saturday ask school author take stand varsiti volleybal player endors bongbong marco president 
234,make voic heard 
235,icymi  temporari relief comelec spokesperson jame jimenez director franci arab sought p   million debt controversi impact hub manila sofitel 
236,eventu becom trash talker voter pinas suddenli rotten word behavior came out  lose morality it okay support still show respect so filipino progress down wag bitter 
237,day elect new ph president and vp  new senators  lower hous seat roughli k local posit govern k plu islands al need cri uniti leaders i pro one parti system 
238,
239,polit becom much bear  one deal anger stress all 
240,temporari relief comelec spokesperson jame jimenez director franci arab sought p   million debt controversi impact hub manila sofitel     
241,read  vp  greenest  presidenti candid alphabet
242,read   greenest  vice presidenti candidates 
243,guid
244,chosen party list yet  story 
245,vice ganda say abs cbn star support robredo franchise arnel ignacio educ vice franchis frequenc
246,vice presidenti candid kiko pangilinan friday dare rival sara dutert debat    
247,presidenti candid bongbong marco reject rival  vice presid leni robredo  challeng debate     
248,comelec assur voter found doubl record onlin precinct finder still vote  here  one them 
249,vote covid    symptoms 
250,adamson univers    
251,excit vote 
252,get touch local comelec offic know import detail prior elect day 
253,get touch local comelec offic know import detail prior elect day 
254,retain position pow people haayyyyy hop may prove world filipino still thinking  fall fake histori we r naive 
255,see facebook friend attack other  candid newsfe turn heck me anyare  you just want candid rise  class gone 
256,much we r excit volleybal season  hope exercis right vote th may together  make differ choos right leader us you guy know drill 
257,leni robredo family  friends  peopl work share stories     
258,here  interview go     
259,real leni robredo 
260,filipino shanghai  china  yet cast vote via oversea absente vote citi remain grip strict lockdown government   zero covid  policy 
261,presidenti candid bongbong marco declin particip panel interview organ comelec 
262,vote covid    symptoms 
263, pinlawan   thieves   neg campaign work candidates     
264,vice presid leni robredo said need apolog
265, whi atm machine  vic presid leni robredo asked 
266,baguio mayor benjamin magalong apolog jillian robredo shout incident     
267,endors matter you read explainer  day go may
268,marcoleta  withdrawal  vote cast consid stray 
269,presidenti candid bongbong marco declin particip panel interview organ comelec     
270,icymi  sagip party list rep rodant marcoleta  one key oppositor franchis renew abs cbn  withdrawn senatori race 
271,filo armi vote upcom elections  pleas vote wisely look credentials  history  track records  achievements  etc please  let  go right vot filipinos vot philippines 
272,troubl use comelec voter precinct finder     
273,archives  rememb deputi speaker rodant marcoleta told voter campaign ralli shut abs cbn without fear     
274,polit becom much bear  one deal anger stress all     
275,in  sagip party list rep rodant marcoleta  one key oppositor franchis renew abs cbn  withdrawn senatori race 
276, whi atm machine  sh asked     
277,get know senatori candid alex lacson answer question    
278, pinlawan   thieves   neg campaign work candidates     
279,manni pacquiao ex aid jayk joson charg cyber libel word war annabel rama
280,comelec assur voter found doubl record onlin precinct finder still vote  here  one them    
281,sen miguel zubiri drop vice presid leni robredo  senatori slate endors rival bongbong marcos     
282,get know senatori candid alex lacson answer question
283,mudsling get virul nears https    
284,jillian rooto  youngest daughter vice presid leni robredo  call support focu campaign     
285,look  polic offic cast vote absente vote manila polic district headquart wednesday  april  via read 
286,local absente vote start today  april  s guide 
287,day go elections mak vote count 
288,bongbong marco live malacaan palac elect president     
289,one  read guid cast vote  day go may
290,elect day  make list candidates sav voter time design precinct 
291,elect day  make list candidates sav voter time design precinct 
292,live updates  bongbong marco interview cnn philippin    
293,senat lawmaking     
294,look  comelec staff clean old ballot box outsid poll body  offic arroceros  manila  april  the ballot box use storag elect return absente vote via
295,follow elder sister  aika     
296,polit becom much bear  one deal anger stress all     
297,troubl use comelec voter precinct finder     
298,elit famili long rule philippin politics     
299,vic rodriguez  spokesperson presidenti candid bongbong marcos  call  censorship highest degree     
300,
301,local absente vote held april a m to p m    
302,what  fruit got loyalty read day go befor may
303, we make sure replac qualified   nadin luster said endors presidenti candid leni robredo     
304,batan governor maril cayco monday endors presidenti vice presidenti bid leni robredo kiko pangilinan     
305,here  need can t find record comelec precinct finder     
306,troubl use comelec voter precinct finder 
307,get lost come elect day     
308,archives  polit famili stay power     
309,get know senatori candid richard gordon answer question    
310,viral photo alleg vice presid leni robredo  name miss ballot new zealand  deliber edited   comelec said     
311,readi exercis right vote 
312,polit becom much bear  one deal anger stress all 
313,icymi  photo alleg ballot new zealand without vp leni robredo  name circul social media    
314,elit famili long rule philippin politics     
315,polit becom much bear  one deal anger stress all     
316,strategi campaign rallies  explained     
317,troubl use comelec voter precinct finder     
318,everi vote counts  indeed read more  week go may
319,pre tap singl candid team panel interview instead take place final event comelec said     
320,prefer choic candidates let us creat neg respect other  view opinions 
321,prefer choic candidates let us creat neg respect other  view opinions 
322,strategi campaign rallies  explained 
323,philippines  celebr polit intersect 
324,photo alleg ballot new zealand without vp leni robredo  name circul social media
325,reelectionist sen juan miguel zubiri saturday said believ presidenti candid bongbong marco becom dictator 
326,presidenti candid leni robredo secur endors popular tv host vice ganda birthday ralli pasay citi saturday 
327,
328,echo thoughts 
329,knew famili go may
330,want         
331,award win actor john arcilla saturday channel famou role  gener luna  endors vice leni robredo presid
332,reelectionist sen juan miguel zubiri said believ presidenti candid bongbong marco becom dictator 
333, the elect town ourselves   john arcilla said vp leni robredo  ralli pasay citi
334,get lost come elect day 
335,one vice another 
336,doubl mind peopl who  campaign roblox candid stop    
337,decid vote presid vice president    day go may
338,vice ganda publicli endors vp leni robredo presid
339,birthday ralli vp leni robredo  macapag blvd   pasay          
340,
341,kathryn bernardo   mi plan may make leni robredo president  
342,zero idea philippin also election  now go leni so that  fight livelihood happi bodi land philippines for women all 
343,genuin unity     
344,educate degrad repli tweet dm  prefer replies 
345,photo jon pasan via
346,guide  robredo  birthday ralli pasay  april
347, a     p m   drone shot crowd macapag avenu leni kiko ralli saturday  vp leni robredo  th birthday th ralli street parti start p m  via  photos  team kiko jimmi prayer 
348,join rally here  surviv guide     
349,get lost elect day 
350,defin era w power chang circumst nation let us choos leader spend wise infrastructur benefit poor 
351,engag bloc voting read  day go elect day 
352,pole short polit analyticstryin tuh relat bulog do island
353,two week go
354,icymi  new date debat april vice presidenti candid may presidenti bets     
355,presidenti candid leni robredo hold birthday ralli macapag avenu pasay april    
356,get lost elect day 
357,get know senatori candid joel villanueva answer question    
358,kim chiu endors leni kiko tandem rally 
359,icymi  clip gone viral    
360,hi guy i ll post awar sinc countri  ph  elect near lot filo mutual    still dont enough senat fill spots thi may help
361,rose  rob calucagful version 
362,kim chiu endors leni kiko tandem rally     
363,get lost elect day     
364,new date debat april vice presidenti candid may presidenti bets     
365,vice presid leni robredo turn    
366,chose friend presidenti bet 
367,presidenti candid bongbong marco secur endors governor cebu  cavite  pangasinan  laguna 
368,vice presid leni robredo davao citi mayor sara duterte carpio search presidenti vice presidenti candid two week    
369,laguna gov ramil hernandez endors presidenti candid bongbong marcos     
370,cebu provinc million regist voter    
371,philippin elect common trope heavili involv polit husband support bbm leni support wife
372,look  shot vp sen   ceboom ralli mandau city  cebu thursday attendees  accord local pnp organizers  via  photos  vp leni media bureau  team kiko 
373,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
374,list name senatori candid vote may     day go elect day 
375,protect peac keep open mind w may differ opinion that  a ok  let  keep elect free fair 
376,icymi  vice presid leni robredo  daughter  aika  ask nbi investig fake video circul internet     
377,inform convict translat votes not  money fear translat votes vot wisely 
378,icymi  megastar share take  withdraw leni  call 
379,mocha uson hit toni gonzaga   it fact know noth public service  
380,vice presid leni robredo  daughter  aika  ask nbi investig fake video circul internet     
381,vote center left damag storm     
382, i blame him vic presid leni speak rival manila mayor isko moreno  call withdraw
383,end day  we r team philippines 
384,hallyu election  k pop fan activ ever     
385,vice presid leni robredo  support invit join art jam  street party  ralli start p m on saturday  april
386,clip gone viral    
387,here  explan presidenti candid isko moreno  campaign manager     
388,megastar share take  withdrawn leni  call     
389,face to fac campaign human touch 
390,make celebr endors work read  day go elect day 
391, i ll repeat again  withdraw  leni  bully  that  opinion   presidenti candid isko moreno said     
392,archives  toni gonzaga bongbong marco angel locsin leni robredo what make celebr endors work 
393,book free but taste   don t eat it   presidenti candid isko moreno said     
394,get know presidenti candid leodi de guzman answer questions  includ voter choos    
395,face to fac campaign human touch 
396,presidenti candid manni pacquiao share thought  withdraw leni  call 
397, it convers destroy peopl tell withdraw   presidenti candid manni pacquiao said     
398, i m withdraw vp leni  withdraw him  right  vic presidenti candid willi ong said     
399,like true fangirl  vice presid leni robredo hide excit saw pascual among viewer live facebook video     
400,presidenti candid isko moreno stand call vice presid leni robredo withdraw story 
401,full story  last disqualif case vs bongbong marco junk comelec bodi    
402,in  last disqualif case vs presidenti candid bongbong marco junk comelec  commission georg erwin garcia confirm reportr  via follow
403,human touch robredo  support count narrow survey gap frontrunn bongbong marco    
404, i ll repeat again  withdraw  leni  bully  that  opinion   presidenti candid isko moreno said     
405,elect call us make import choices get know candid thorough research make sure choos one worth vote for 
406,star power enough read celebr politics  day go may
407,elect call us make import choices  get know candid thorough research make sure choos one worth vote for 
408,here  vote may senior citizen  pregnant  pwd    
409,archives  toni gonzaga bongbong marco angel locsin leni robredo what make celebr endors work     
410,presidenti candid leodi de guzman say gunshot disrupt injur least two peopl consult displac indigen tribe 
411,thoughts  read 
412,presidenti candid ping lacson said call vice presid leni robredo withdrawn     
413,presidenti candid bongbong marco preach uniti refus engag critic family  histori corrupt human right abuses 
414,icymi  filipino cannot vote mall comelec said    
415,presidenti candid norberto gonzal apolog vice presid leni robredo joint press confer attend manila mayor isko moreno sen p lacson turn out 
416, we filipinos  quarrelsome  look mess   presidenti candid bongbong marco said     
417, i m sorri that presidenti candid norberto gonzal apolog vice presid leni robredo joint press confer attend manila mayor isko moreno sen p lacson turn out     
418,presidenti candid manni pacquiao support call manila mayor isko moreno vice presid leni robredo withdraw campaign manag said    
419,day go may tip first tim voters 
420, there power singl vote tak queen catriona
421,miss univers catriona gray list reason vote leni robredo
422,icymi  presidenti candid leni robredo unfazed     
423,pleas follow usc ssc fb page stay tune updates 
424,miss univers catriona gray said support leni kiko tandem story 
425,full story  catriona gray endors leni kiko tandem may    
426,in  miss univers catriona gray endors vp leni robredo sen kiko pangilinan presid vice presid
427,itch  unfriend  someon politics 
428,realli primari bet but there  noth wrong nd choice  right opt exist true democrat society 
429,wfh rto how favorit netflix show get know vice presidenti candid kiko pangilinan answer questions  includ voter choos
430,filipino cannot vote mall comelec said    
431,archives  campaign jingl win vote candidates     
432,here  parti presidenti candid isko moreno thinks 
433,class public school suspend may give way activities  depe said  enterstori follow
434,think new logo     
435,get touch local comelec offic know import detail prior elect day 
436,party list for  really read explainer  day go may
437,get touch local comelec offic know import detail prior elect day 
438,presidenti candid leni robredo unfazed     
439,icymi  presidenti candid isko moreno dare rival leni robredo withdraw    
440,busi nights 
441,here  presidenti candid norberto gonzales  take current survey figur
442,sen p lacson deni goal joint press confer fellow presidenti candid manila mayor isko moreno ex defens secretari norberto gonzal campaign bongbong marcos 
443,manila mayor isko moreno call vice presid leni robredo withdraw presidenti race story 
444, just chill  long time  choz   vice presid leni robredo said 
445, thi character  noth gender   manila mayor isko moreno said call vice presid leni robredo withdraw
446, if good player win  pay suprem sacrifice  withdraw      calling  hero  withdrawn leni   presidenti candid isko moreno said 
447,archives  happen compet women seek power 
448,filipino differ motiv need come vote elections read more  day go elect day 
449,volunt house to hous campaign presidenti candid leni robredo     
450,rosa tandem win feminism read more  day go may
451,archives  there  vote buy money     
452,elect day  make list candidates sav voter time design precinct 
453,guess who  asid sen leila de lima  campaign behind bars mor details  day go may
454,elect day  make list candidates sav voter time design precinct 
455,devil realli busi easter spread fake survey even though dr dare releas survey sinc election  stop lying    
456,senat lawmaking     
457,know polit campaign ban maundi thursday good friday    day go may
458,queen p leni 
459,ever wonder lacson sotto tandem wear checker polo campaign     
460,forgot pink oh well
461,volunt house to hous campaign presidenti candid leni robredo     
462,thank tune today  webinar our th instal nation forum commun democraci may nn  titled   anyare  post elect analysi ce orea drilon  regist here 
463,abanto  voter  educ constant done elections y role play well watch vote love futur people 
464,abanto  still pandemic  yet  certain procedur followed    make sure check ballot term storag transportation    watch vote buy selling      
465,abanto  backdrop  civil societi organ come forward make sure elector process order vote protected 
466,offici close today  webinar  let  hear flordeliz abanto  director pcs 
467,result menti meter earlier 
468,name  recogn elect differ year  let  fight proactiv voter disinformation   adds ther someth do  us  fight disinformation 
469,caritos  first  let  find advanc vote second  believ mis  disinform immediately let  studi thing watch first  read 
470,serrano  still day elect day still long time w still enough time let us use time offer wise prayer vote 
471,paragas  import collabor rather combative it import call cancel immediately w vigilant y noth lose 
472,abanto comelec  they r tri best  mayb talk watch commission appoint presid duterte  administration hop loyalti appoint town 
473,name  see someth wrong  let  call out in way  social media import tool a medium us rais coll concern issues 
474,alvia proper ventilation  buy vote center prison clear beauti air flow 
475,abanto pcs  goals   what is  import commun us protect democracy 
476,caritos  vote person vote also communal thi cooper fight misinform disinform enter 
477,abanto  must sting listen run say look comrad camp say look view women  indigen people  etc 
478,paragas  still day elect hopefully  think closed w still opportun listen differ side still research 
479,alvia  buy election  let  look eye employer w take job applcants let  see right person posit elected 
480,name choos candid vote for  position  track record come issu  e g  corruption  policy  etc  
481,serrano  let  take care it  let  study  study  give us enough time now  offer vote realli thorough intellig process 
482,alvia  precinct finder given dict i know take it  mayb two week elect system problem  breach privaci concerns  etc  
483,serrano  wear color pertain candid long written name wear would campaigning 
484,name  peopl  except watch dogs  free wear whatev want elect day 
485,caritos  police  secur forces  insid vote place that taboo omnibu elect code 
486,alvia  barangay  enter vote center must away hi presenc give pressur voter  unless vote  
487,take note bring vaccin card vote required y properli wear face mask times 
488,carito vote buying  comelec import frontlin problem vote buying 
489,alvia safeti health protocols  even though temperatur high  still allow vote that  promot held health worker interact crowd      
490,dr serrano assur they v done differ diagnost test hardwar accept test election  equipment  th comelec  focu secur aspect  even recent elections  strong   adds 
491,namfrel  invit step by step guid becom elect volunteer access video here 
492,comelec  one key thing continu vigil keep toe alway looking  caring  watch they r call see issues 
493,mama leni spoken 
494,carito comelec  guidelines  gener instructions  releas earli late last year al train done hopefully  realli need work together 
495,today  panel  photo  paca nangalangan  democraci watch ph   eric alvia  namfrel   dr arwin serrano  ppcrv   atty rona carito  lente   malou mangaha  pcij  
496,erratum  eric alvia take place augusto lagman namfrel 
497,name  one exampl we v seen pre shad ballots that  import actual go vote 
498,lagman elect violence  great method cultiv talk community th paragraph followed  guidelines  observ campaigning 
499,lagman elect violence  campaign quit intense  competitive  intense  possibl violenc also increases 
500,name  internet social media overturn radio sourc inform voters thi one impli issues it essenti shape vote behav may elections 
501,serrano  far           volunteers  recruit continues ppcrv  target
502,lagman  need volunt  for elections  
503,question  prioriti voter focu approach election lagman say safeti voter prioriti we r still pandemic 
504,compris today  panel arer arwin serrano  parish pastor council respons vote  ppcrv  and paco namefrom democraci watch ph      
505,compris today  panel are atty rona carito legal network truth elect  lente  augusto lagman nation citizens  movement free elect  namfrel       
506, not you  me  whole filipino depend it   joyc ends 
507,joyce  commun research student  say awar we r prepar come elect especi pandemic 
508,tvup  person street video  ask   what watch election  
509,paragas  remind us individu power shape collect future 
510,paragas  believ import make vote voic count 
511,paragas  year upcom elect may  integr elect demonstr free inform citizenship attack continu bombard misinformation 
512,formal open webinar  dean colleg mass communication  diliman  dr fernando paragas 
513,join us today  fun  mini quizz input code
514,vote  watch  citizens  vote watch moder malou mangahas  co found execut director philippin center investig journal  pcij  follow thread updates 
515,presidenti candid bongbong marco secur endors governor two philippines  vote rich provinces 
516,cebu vote rich provinc country  bongbong marco secur governor  endorsement read  day go
517,prefer choic candidates let us creat neg respect other  view opinions 
518,prefer choic candidates let us creat neg respect other  view opinions 
519,icymi  group im philippin shift support vice presid leni robredo manila mayor isko moreno     
520,sen kiko pangilinan face uphil battl vice presid
521,cebu vote rich provinc country 
522,easier vote filipino abroad     
523,presidenti candid leni robredo said surpris fake news eldest daughter aika spread online     
524, i m surpris trend oppon sinc lost    vice presid leni robredo said attack eldest daughter  aika robredo 
525,ust growl tiger also call support wear pink presidenti candid leni robredo     
526,cebu gov gwen garcia  one cebu parti tuesday formal endors ferdinand  bongbong  marco jr for presid    
527,archives  celebr use star power help polit candid win  can deliv votes     
528,vice presidenti candid kiko pangilinan  moment farmer went viral  show power endors ordinari individu be     
529,group im philippin shift support vice presid leni robredo manila mayor isko moreno     
530,volunt house to hous campaign presidenti candid leni robredo     
531,day th webinar nation forum commun democraci  vote  watch  citizens  vote watch  moderator  malou mangahas with lente  ppcrv  namfrel  democraci watch ph register 
532,ann curti endors presidenti candid leni robredo  tweet    
