,Unnamed: 0,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
39,39,My vote this election will go to VP Leni Robredo!,0.0,0.0,1.0,0.0,Neutral,vote elect go vp leni robredo 
40,40,"The hope and sanity delivered by @lenirobredo @kikopangilinan and @genshinimpact helped saved our lives from spiralling down to Abyss!JUSQLerd Hope we win 50/50 on May 9 !!!All primogems, resin, ascension materials as well as Welkin and BP are ready!Ad Astra Abyssosque!🌸 https://t.co/QBevpnk1iq",0.303,0.0,0.697,0.94,Positive,hope saniti deliv help save live spiral abyss jusqlerd hope win     may    all primogems  resin  ascens materi well welkin bp ready ad astra abyssosque 
41,41,@Lenirobredo imong Iro released,0.0,0.0,1.0,0.0,Neutral,imong iro releas
42,42,@lesyyeuxdeninii Leni Robredo! ✨,0.0,0.0,1.0,0.0,Neutral,leni robredo 
43,43,"Good day, maam @lenirobredo please win next week.The Marcos will be charged with their accountability in the country.Recover all their ill-gotten wealth so that they will no longer fund the trolls and the next campaign.We believe and rely on you.🌸",0.243,0.08,0.677,0.8481,Positive,good day  maam pleas win next week th marco charg account country recov ill gotten wealth longer fund troll next campaign w believ reli you 
44,44,"Someone really likes it eh.Mam at the end Pila 😃 There is no Presidenr Leni Robredo in the queue
CTTO PIOLO PASCUAL
 #Makatiispink https://t.co/tsatwsn3ia",0.118,0.084,0.799,0.2247,Positive,someon realli like eh mam end pila presidenr leni robredo queuectto piolo pascual
45,45,And @lenirobredo can't even tell her followers to learn to respect the choices of others!You are just as equally liable for Fred's suicide.You st*pid c*nt.May you ferment in H3ll forever.https://t.co/V7MXXXVD4,0.105,0.0,0.895,0.5255,Positive,can t even tell follow learn respect choic others y equal liabl fred  suicide y st pid c nt may ferment h ll forever 
46,46,DAE YOU KNOW SAN ORAGON !!!We will win!💗🌺 #iPanalona10to #BicolregionIpepink @lenirobredo @vppilipinas https://t.co/zgo2uil2rz,0.0,0.0,1.0,0.0,Neutral,dae know san oragon    we win 
47,47,@lenirobredo say goodbye to Lenlen.That's the Omen,0.0,0.0,1.0,0.0,Neutral,say goodby lenlen that  omen
48,48,"Leni Robredo is our next president.
Kiko Pangilinan is our next vice president.
Manifesting and claiming!💗🌸🌷🎀🫰🏼
#LetLenikikolead
#Along life
#Kakampink",0.0,0.0,1.0,0.0,Neutral,leni robredo next president kiko pangilinan next vice president manifest claiming  life
49,49,@Jq16645145 @lonethinkanktank @daveyazores @lenirobredo and did they say that pink is one of the rainbow's colors?,0.0,0.0,1.0,0.0,Neutral,say pink one rainbow  colors 
50,50,@sellyyy_ @brujadeldemonio @lenirobredo 😭 Three tears .. what is that,0.0,0.192,0.808,-0.2263,Negative,three tear   
51,51,"""I am standing for Leni Robredo""

#IPANA7ona10PAREHALITAHAH
#Lenikiko2022
#LeniisiRpresident https://t.co/FUFXPW8NSB",0.0,0.0,1.0,0.0,Neutral, i stand leni robredo 
52,52,"Interview with @lenirobredo: No to nationwide lockdowns;'Ironing my clothes has become my form of relaxation'

#Lenikiko2022 #LenirObredo #LenikikikoLTheway

https://t.co/uxm1uhopu0",0.15,0.097,0.752,0.296,Positive,interview nationwid lockdowns  iron cloth becom form relaxation     
53,53,"My Mothers Side are from Mariroc, Tabaco, Albay 🏔 May Your Wish Be Granted VP @LenirObredo

Also, I've done my homework, my husband from Isko.💚💚💚💖💖💖🙏🙏🇵🇭🇵🇭🇵🇭",0.176,0.0,0.824,0.5719,Positive,mother side mariroc  tabaco  albay may wish grant vp i v done homework  husband isko 
54,54,"@lenirobredo I really like the way @kikopangilinan stays just a step behind @lenirobredo when they walk --- it gives a subtle yet clear message of respect, selflessness, support, partnership

#LeniisiRpresident
#Kikoisourvp",0.318,0.0,0.682,0.8805,Positive,realli like way stay step behind walk     give subtl yet clear messag respect  selflessness  support  partnership
55,55,@awesomira @lenirobredo k stands for losers,0.0,0.459,0.541,-0.5267,Negative,k stand loser
56,56,"- Come on Mam Leni I'll deliver you to Malacañang @lenirobredo

#MitingDeavance
#IPANA7ONA10PARALALAHIT https://t.co/cqhay3jt6k",0.0,0.0,1.0,0.0,Neutral,come mam leni i ll deliv malacaang
57,57,"I took the blind test and my top candidate was Leni Robredo.

 https://t.co/FGLISSEVCH",0.124,0.186,0.69,-0.2263,Negative,took blind test top candid leni robredo 
58,58,"2022 Philippine Election: Manila- 'liar from the beginning till end'- Leni on Bongbong
/
MANILA - May 01: VP Leni Robredo addresses the Crowdon May 1, 2022 in Manila, Philippines.Robredo hits back at the disinformation from the Marcos Camp Branding Bongbong A “Liar”.https://t.co/27OGGGZWOQ",0.0,0.078,0.922,-0.5106,Negative,philippin election  manila   liar begin till end   leni bongbong manila may vp leni robredo address crowdon may manila  philippines robredo hit back disinform marco camp brand bongbong liar 
59,59,@Jantifona @lenirobredo 🙏 💌,0.0,0.0,1.0,0.0,Neutral,
60,60,"Blue-Tick Twitter seems to be mostly championing Leni Robredo in the Philippines election, so I instinctively feel a Bongbong Marcos presidency must be best for the rest of the world.",0.212,0.0,0.788,0.7906,Positive,blue tick twitter seem mostli champion leni robredo philippin election  instinct feel bongbong marco presid must best rest world 
61,61,"Leni will win💯👆

#LenirObredo",0.0,0.0,1.0,0.0,Neutral,leni win
62,62,"I was under the impression that @Lenirobredo's backers are as follows: USA and Communists (among others), see the contradiction right there?McCarthy anyone?If anything, Jhonson's puppy and Reagan are Apo Marcos, stop it.",0.055,0.132,0.813,-0.3939,Negative,impress  s backer follows  usa communist  among others   see contradict right there mccarthi anyone if anything  jhonson  puppi reagan apo marcos  stop it 
63,63,"Good morning, ohayō, nice morning moots and #kakampinks

Congrats #Nagaispink!

RP = Republic of the Philippines, after May 9, it will be Robredo-Pangilinan!#Ipana7ona10paraalawahat pra

@lenirobredo (10) is my President, @kikopangilinan (7) is my VP!🌸🌷 https://t.co/pnishwtbvb",0.243,0.0,0.757,0.8743,Positive,good morning  ohay  nice morn moot  rp republ philippines  may robredo pangilinan  pra      president      vp 
64,64,✨PRESIDENT LENI ROBREDO CUTIE✨,0.0,0.0,1.0,0.0,Neutral,presid leni robredo cuti
65,65,"Leni Robredo Oragon Personified 💪🏼😉
#Bicolana #Pilipina 🇵🇭 https://t.co/mobkruydj2",0.0,0.0,1.0,0.0,Neutral,leni robredo oragon personifi
66,66,"We need your help!Let's go, let's win this!For pink open! 🌷🌸💓

#Lenikiko2022 #LenirOBredo #Kikopangilinan #kakampink #LetLenikikolead https://t.co/impni575VL",0.226,0.0,0.774,0.6884,Positive,need help let  go  let  win this for pink open 
67,67,@Bamaquino Happy Birthday Sen.@bamaquino!Thank you for the campaign for VP @lenirobredo and Sen.@kikopangilinan.Long live the troops!🙏🏻,0.222,0.0,0.778,0.6467,Positive,happi birthday sen  thank campaign vp sen  long live troops 
68,68,@Lenirobredo tell your nasty supporters not to harass our church chapel!I thought you were learning you guys but rude!,0.147,0.268,0.585,-0.6273,Negative,tell nasti support harass church chapel i thought learn guy rude 
69,69,@lenirobredo 1m Makati,0.0,0.0,1.0,0.0,Neutral,makati
70,70,Ingats to all of you who will go to @lenirobredo's #MitingdeAVANCE rooting for Yall.🥹🫶,0.0,0.0,1.0,0.0,Neutral,ingat go  s root yall 
71,71,@lenirobredo it is a good sign.🙏💕🌷🇵🇭,0.42,0.0,0.58,0.4404,Positive,good sign 
72,72,hahaha ayan they have a receipt madumb @lenirobredo,0.375,0.0,0.625,0.5574,Positive,hahaha ayan receipt madumb
73,73,"2 days to go |10 Leni Robredo

#IPANA7ona10PAREHALITAHAH
#Lenikiko2022
#GOBYERNongPaLapat Life Https://t.co/xhy1ifalm9",0.0,0.0,1.0,0.0,Neutral,day go     leni robredo life
74,74,@Maamsyj there you go.Don't blame the hashtag and spread the hashtag in suicide.Their ploy is blamed for pink.We're too clicking.@Pinoyakoblog @Batangpink2022 @ogiediaz @ogie_rosa @lenirobredo,0.075,0.114,0.811,-0.2649,Negative,go don t blame hashtag spread hashtag suicide their ploy blame pink we r clicking 
75,75,@piolopascual_ph kilig yarn?@lenirobredo,0.0,0.0,1.0,0.0,Neutral,kilig yarn 
76,76,@forgwenandblake @lenirobredo galing!Love you Grandma Bing!😍,0.0,0.0,1.0,0.0,Neutral,galing lov grandma bing 
77,77,@hierophanticreb @forgwenandblake @lenirobredo yan tayo eh.Rally nanaman blame,0.0,0.255,0.745,-0.34,Negative,yan tayo eh ral nanaman blame
78,78,"@junleebee the president Leni Robredo!🌸
Vice President Kiko Pangilinan!🌾",0.0,0.0,1.0,0.0,Neutral,presid leni robredo vic presid kiko pangilinan 
79,79,"Although I have not been involved in your rallies/h2h/meeting de avance vp @lenirobredo because of acad reasons, you will still choose the election.😇🙌",0.0,0.0,1.0,0.0,Neutral,although involv rallies h h meet de avanc vp acad reasons  still choos election 
80,80,VP @LenirObredo and Sen @kikopangilinan won my birthday 😭😭✨,0.316,0.0,0.684,0.5719,Positive,vp sen birthday
81,81,"#Newprofilepic
President Leni Robredo next week cutie https://t.co/Mav4YQEI1Z",0.263,0.0,0.737,0.3612,Positive,leni robredo next week cuti
82,82,@Simputungunggong @lenirobredo sir no 'lang'.You are part of the society in which we are in the society.Just stand by the right and righteous people just like you.👍,0.084,0.074,0.842,0.0772,Positive,sir  lang  you part societi society just stand right righteou peopl like you 
83,83,"@ForgwenandBlake @remymartian @lenirobredo @kikopangilinan Heartbreaker ....
#walangsolidnorth
#Kakampinks
GOD BLESS US ALL, GOD BLESS THE PHILIPPINES",0.473,0.119,0.408,0.8602,Positive,heartbreak      bless us all  god bless philippin
84,84,Religious groups gather along Ayala Avenue in the Philippines' Financial District of Makati Hours before Leni Robredo is set to deliver a speech for her final campaign rally https://t.co/4DFJDDamu0,0.0,0.0,1.0,0.0,Neutral,religi group gather along ayala avenu philippines  financi district makati hour leni robredo set deliv speech final campaign ralli
85,85,VP @lenirobredo and Sen.@kikopangilinan receipt nyo po!1,0.0,0.0,1.0,0.0,Neutral,vp sen  receipt nyo po  
86,86,"Day7/9 Prayer for the Philippine Elections 2022
Lord, please let the good & amp;qualified people win the presidential & amp;Vice Presidential Seats.Let Madam Leni Robredo & Amp;Sir Kiko Pangilinan win thru the intercession of our Virgin Mary.Claiming it in Jesus name, Amen.",0.268,0.0,0.732,0.9153,Positive,day    prayer philippin elect lord  pleas let good amp qualifi peopl win presidenti amp vic presidenti seats let madam leni robredo ampir kiko pangilinan win thru intercess virgin mary claim jesu name  amen 
87,87,@ForgwenandBlake @lenirobredo @kikopangilinan https://t.co/QDouhhipdh,0.0,0.0,1.0,0.0,Neutral,
88,88,"WATCH:
-Pre-shaded in Maguindanao fraud, Leni Robredo is the only content of ballots/ nashedan ,,

https://t.co/VGKBRWG9LR",0.0,0.202,0.798,-0.5859,Negative,watchre shad maguindanao fraud  leni robredo content ballots  nashedan   
89,89,@Rachielle16 @lenirobredo @kikopangilinan welcome back to the philippines 💕#Letlenikikolead,0.273,0.0,0.727,0.4588,Positive,welcom back philippin
90,90,@forgwenandblake @lenirobredo sana di nyo nyo.The crowd is dangerous for his health.We still need every number of our votes,0.061,0.145,0.794,-0.4215,Negative,sana di nyo nyo th crowd danger health w still need everi number vote
91,91,"@gdg3 leni robredo left the earth 😂😂😂✌️✌️✌️

❤️💚🇵🇭",0.0,0.0,1.0,0.0,Neutral,leni robredo left earth
92,92,@falamag @dprofilipino @luispen7 @pinoyakoblog @lenirobredo Who would they vote for in the president?Is Vpleni or their kaleody?Asking for a friend.,0.165,0.0,0.835,0.5514,Positive,would vote president i vpleni kaleody ask friend 
93,93,"Because we only have the benefit of what is important to him to truly be life -long life.

We will win this @lenirobredo !!https://t.co/ldwvoaqwtd",0.377,0.0,0.623,0.9018,Positive,benefit import truli life  long life w win   
94,94,"@jose_dot_ph @sotto_tito @lenirobredo @kikopangilinan I couldn't agree more.Envy, Pikit.",0.0,0.232,0.768,-0.2755,Negative,agre more envy  pikit 
95,95,"Can't go to the final meeting de avance but @lenirobredo @kikopangilinan and the Tropang Angat will vote for me on Monday !!

Let's win this!

#Makatiispink #Ipanalona10to
#Lenikiko2022 #MeetingDeavance",0.178,0.0,0.822,0.795,Positive,can t go final meet de avanc tropang angat vote monday   let  win this 
96,96,@ogiediaz @lenirobredo just enjoy watching actually ... 💗🌸,0.314,0.0,0.686,0.4939,Positive,enjoy watch actual    
97,97,"@jedikristina @bagbongmarcos @ernieabella @iskomoreno @Lenirobredo @leodymanguper @mannypacquiao @nbgonzalesph @iampinglacson @senleiladelima you tell that to the courts, kakam copypaste.Not even the President can interfere with the judiciary.But trolls like you just dont understand, do you?

tsk.800 million pesos and you still cannot buy comprehension.or a brain ..",0.054,0.0,0.946,0.3612,Positive,tell courts  kakam copypaste not even presid interfer judiciary but troll like dont understand  you tsk     million peso still cannot buy comprehension or brain   
98,98,@Sellyyy_ @Lenirobredo Anupayannnn ....😭,0.0,0.0,1.0,0.0,Neutral,anupayannnn     
99,99,"1st -free photo ops with South Korea Nation's Pick Boy Group - Exo, Chanyeol & Amp;Suho
2nd-A Group of Senior Citizen w/ Fairy Headbands
3rd-A Group of Men Collecting Trash under the Heat of Sun
4th-an arc welcoming everyone
#Nagacityispink #lenikiko2022 @lenirobredo @kikopangilinan https://t.co/lxv4wjifds",0.134,0.0,0.866,0.7351,Positive,st  free photo op south korea nation  pick boy group exo  chanyeol ampuho nd a group senior citizen w  fairi headbands rd a group men collect trash heat sun th an arc welcom everyon
100,100,"@jaehahi33 true, she was also campaining #lenikiko2022 tandem.Haha .. That's why she showed up !!

#LenirObredo
#KikoForVicePresident2022
#LeniisiRpresident
#Along life
#LifeBicolandia",0.145,0.0,0.855,0.5242,Positive,true  also campain tandem haha    that  show    life
101,101,President Leni Robredo Cutie🥰🌸,0.0,0.0,1.0,0.0,Neutral,presid leni robredo cuti
102,102,@daenaocampo @lenirobredo ritm po kayo?,0.0,0.474,0.526,-0.5574,Negative,ritm po kayo 
103,103,@lenirobredo sign of affirmation mam leni❤❤❤,0.0,0.0,1.0,0.0,Neutral,sign affirm mam leni
104,104,"As we enter the last day of campaigning,
@bagbongmarcos @ernieabella @iskomoreno @lenirobredo @leodymagawoka @mannypacquiao @nbgonzalesph @iampinglacson, I ask you to stand for truth and justice #pledgestofreela @senleiladelima if elected.
#Phvote #Election2022 https://t.co/n5FTA2Kneq",0.164,0.0,0.836,0.6908,Positive,enter last day campaigning  ask stand truth justic elected 
105,105,"Win or lose, thank you VP @lenirobredo for a little while, we felt that it was still good to be Filipino.And no matter what, we will continue to stand up for the people.",0.25,0.119,0.631,0.6597,Positive,win lose  thank vp littl while  felt still good filipino and matter what  continu stand people 
106,106,Pinks would really disrespect anything against Leni Robredo's candidacy without hesitating because the candidate is the number one role model of the pinks.,0.126,0.117,0.757,-0.1918,Negative,pink would realli disrespect anyth leni robredo  candidaci without hesit candid number one role model pinks 
107,107,"Ate @reginevalcasid, please, sing later the written in the sand at President @lenirobredo's avance meeting, but you are just opposite the manila pen 🙏 #makatiispink #iboton10pilipinas",0.064,0.0,0.936,0.1655,Positive,ate please  sing later written sand presid  s avanc meeting  opposit manila pen
108,108,"Good morning!Let's Manifest in the Universe VP Leni's win soon to be President Leni Robredo!

VP Leni will win
VP Leni will win
VP Leni will win
VP Leni will win
VP Leni will win
VP Leni's MananSlo
VP Leni will win",0.469,0.0,0.531,0.985,Positive,good morning let  manifest univers vp leni  win soon presid leni robredo vp leni winvp leni winvp leni winvp leni winvp leni winvp leni  mananslovp leni win
109,109,President of all colors.Let's win the Philippines under the leadership of Leni Robredo !!!#CAPSLOCKPARAINTENSE,0.265,0.0,0.735,0.6884,Positive,presid colors let  win philippin leadership leni robredo    
110,110,@iambjean @lenirobredo dengue.Downhill downward platelets,0.0,0.0,1.0,0.0,Neutral,dengue downhil downward platelet
111,111,@_elmer_cruz_2 @lenirobredo @kikopangilinan 🌸🇵🇭 #pilipinasispink #pinklipinas,0.0,0.0,1.0,0.0,Neutral,
112,112,@danathelacuesta @lenirobredo thanks my friend,0.67,0.0,0.33,0.7269,Positive,thank friend
113,113,Leni Robredo: The Woman Leading The Philippines' 'Pink Revolution' https://t.co/4RoEgeuhxg,0.0,0.0,1.0,0.0,Neutral,leni robredo  woman lead philippines   pink revolution 
114,114,Leni Robredo: The Woman Leading The Philippines' 'Pink Revolution' https://t.co/ID2EJGRJBT,0.0,0.0,1.0,0.0,Neutral,leni robredo  woman lead philippines   pink revolution 
115,115,"VP @lenirobredo, Mom, sorry Maaaa.It seems like I can vote for the committee 😿",0.181,0.094,0.725,0.296,Positive,vp mom  sorri maaaa it seem like vote committe
116,116,"Not Mayon Volcano waving a farewell and good luck wave to our VP Leni Robredo.

She will win!
She can lead!",0.377,0.0,0.623,0.8829,Positive,mayon volcano wave farewel good luck wave vp leni robredo sh win sh lead 
117,117,@lenirobredo showed up because he was leaving bed meaning he didn't want to,0.0,0.092,0.908,-0.0572,Negative,show leav bed mean want
118,118,VP @lenirobredo you win that pls,0.56,0.0,0.44,0.6249,Positive,vp win pl
119,119,@Alakdan1102eric @LenirObredo The BBM-Sara Team🤮,0.0,0.0,1.0,0.0,Neutral,bbm sara team
120,120,@arn_carpas @lenirobredo garapal really,0.0,0.0,1.0,0.0,Neutral,garap realli
121,121,"@raddocpopco @daenaocampo @lenirobredo yes.Now that I'm on an island in Palawan, I found out he was the first of those who came up with help",0.105,0.0,0.895,0.4019,Positive,yes now i m island palawan  found first came help
122,122,@MahalDelmundo @dzrh5 @bagbongmarcos @indaysara @dzrhnews @lenirobredo @kikopangilinan @comelec hahahah!Monkey ampota !!,0.0,0.0,1.0,0.0,Neutral,hahahah monkey ampota   
123,123,"@auntie_pinky @lenirobredo slept but in plural form.Curious is singular.Example po

""I crushed at eleven o'clock"" in Tagalog it's ""I slept at 11pm""
""They are shocked to be"" in Tagalog it's ""they slept side by side""",0.0,0.265,0.735,-0.9109,Negative,slept plural form curi singular exampl po i crush eleven o clock  tagalog  i slept pm  they shock be  tagalog  they slept side side 
124,124,Energy for @lenirobredo 🌷 #IPANA10NatinParakatahath https://t.co/7Z8VVTSEP5,0.344,0.0,0.656,0.2732,Positive,energi
125,125,"Good morning po VP @lenirobredo!My mommy's birthday today.I hope you see it and you can greet him hehe 😊
#Lenikiko2022 #makatiispink #mitingdeavance",0.289,0.124,0.586,0.5848,Positive,good morn po vp  mi mommy  birthday today i hope see greet hehe
126,126,@a_cortavista27 @lenirobredo @lenirobredo please answer thanks 😌,0.565,0.0,0.435,0.6369,Positive,pleas answer thank
127,127,"@aileen_lheng @jervismanahan @lenirobredo @abscbnnews the question too, Raybver Cruz...Who is his president? 😁",0.0,0.0,1.0,0.0,Neutral,question too  raybver cruz   who president 
