,Unnamed: 0,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
39,39,"He just said he would not run as president .... but he ran because Bongbong Marcos was running….
Who's a liar .... super lier you Robredo, study what you say, coming back to you .... the nerved ... my vegetable",0.114,0.095,0.791,0.2263,Positive,said would run presid      ran bongbong marco running who  liar      super lier robredo  studi say  come back      nerv     veget
40,40,"The best #JusticeForFredalba is that we will win via landslide the entire #UniteBBBBSara2022 so we all come out and vote for Mayebe.
@bagbongmarcos @senimeemarcos @luminustrix @imthinkingpinoy @yesyesyo13

Credits s owner.https://t.co/h5eedxjajk",0.288,0.0,0.712,0.8885,Positive,best win via landslid entir come vote mayebe  owner 
41,41,"@Sv_teschen @dzrh5 @dzrhnews @bagbongmarcos @indaysara @lenirobredo @kikopangilinan @comelec hahahah!You guys!In our BBM and DDS Chilax Chilax only because of the 70percent of the Filipino vote, BBM is already available",0.0,0.0,1.0,0.0,Neutral,hahahah y guys in bbm dd chilax chilax percent filipino vote  bbm alreadi avail
42,42,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 yan na na yan girl!,0.0,0.0,1.0,0.0,Neutral,yan na na yan girl 
43,43,"@TheManilatimes @bagbongMarcos, @indaysara still lead in campaign's final turn https://t.co/xfqvwiqjgb",0.0,0.0,1.0,0.0,Neutral,still lead campaign  final turn
44,44,@COMELEC @bagbongmarcos @senimeemarcos @pnppio https://t.co/ulcuoof8no1,0.0,0.0,1.0,0.0,Neutral,
45,45,"@Mj__mondejar @bagbongmarcos @indaysara @smninews @dzar1026 look at the numbers 😊
May 7th and Block 7 for our Pres #7",0.0,0.153,0.847,-0.4404,Negative,look number may th block pre
46,46,@cnnphilippines @laratyan @bagbongmarcos no vote for you.Your family stole the people.,0.0,0.18,0.82,-0.296,Negative,vote you your famili stole people 
47,47,"Daming accusation, d nyo nmn so much.Nothing means!Winner c Bongbong Marcos, deal with it!❤️💚",0.0,0.19,0.81,-0.3786,Negative,dame accusation  nyo nmn much noth means winn c bongbong marcos  deal it 
48,48,"@varvietrish @bagbongmarcos but I saw a printed result, let's go again.Leni Sara is the result.God forbid.",0.0,0.185,0.815,-0.4497,Negative,saw print result  let  go again leni sara result god forbid 
49,49,"MSM went ape when SMNI was able to interview Gen.Palparan but was creepily silent went crappler interviewed de Lima.The Philippines is red ❤️💚❤️💚
Road to Malacañang
President Bongbong Marcos
#BringbackMarcos
#MarcosDuterte2022
#ProtectBBMSARA",0.0,0.0,1.0,0.0,Neutral,msm went ape smni abl interview gen palparan creepili silent went crappler interview de lima th philippin red road malacaangpresid bongbong marco
50,50,"Before I open my verse for today.I prayed and asked for a sign to the holly spirit if the winner of the president was Bongbong Marcos Jr.And if he has a good heart for the poor and the poor. I said Lord, give me a sign and answer if the winners.https://t.co/N9U47GXNBC",0.151,0.112,0.737,0.296,Positive,open vers today i pray ask sign holli spirit winner presid bongbong marco jr and good heart poor poor  said lord  give sign answer winners 
51,51,"WashingtonPost さん から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から

Harnessing the power of social media to… https://t.co/KGF7FB3G2C 05月 07日 8 時 07 分 台 の ニュ ニュ でし た た",0.0,0.0,1.0,0.0,Neutral,washingtonpost har power social media
52,52,"Flush that!The Philippines is red ❤️💚❤️💚
Road to Malacañang
President Bongbong Marcos
#BringbackMarcos
#MarcosDuterte2022
#ProtectBBMSARA",0.0,0.0,1.0,0.0,Neutral,flush that th philippin red road malacaangpresid bongbong marco
53,53,"Receipt:

""Bongbong Marcos is always high on drugs.""
~ Nikki Coseteng, former Senator https://t.co/z2ypwgogj6",0.0,0.0,1.0,0.0,Neutral,receipt  bongbong marco alway high drugs    nikki coseteng  former senat
54,54,"@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 Marcos as Senator - 2010 to 2016;Nikki Coseteng as Senator - 1992 to 2001
How can they be together at work, Marites are that?",0.0,0.0,1.0,0.0,Neutral,marco senat  nikki coseteng senat togeth work  marit that 
55,55,@vorztoz,0.0,0.0,1.0,0.0,Neutral,
56,56,"FYI

Good morning.I hate to deliver this to you but you must know 😞

A teenager commits suicide for defending @loren_legarda and @uniteam_ph

He was bullied by Kapampinks 🤔

@Rrd_davao
@giboteodoro
@bagbongmarcos
@indaysara
@attyharryroque

Link 👇
https://t.co/Ka63SVKK69 https://t.co/ocfvoahmqi",0.103,0.302,0.594,-0.9244,Negative,fyigood morning i hate deliv must know teenag commit suicid defend bulli kapampink
57,57,"@varvietrish @bagbongmarcos yes.

The Philippines is red
#BringbackMarcos
#MarcosDuterte2022",0.252,0.0,0.748,0.4019,Positive,yes th philippin red
58,58,"I am excited to lead next president @bongbongmarcos but sad at the same time I will miss Dad Digong.:(

#Sahanprrd
#Dutertelegacy",0.072,0.255,0.674,-0.6542,Negative,excit lead next presid sad time miss dad digong 
59,59,"""We declare with a clear sense of finality our encouragement to support the candidacy of Bongbong Marcos and Inday Sara Duterte.""Chairman Nur Misuari https://t.co/HA3r3yo9GL",0.288,0.0,0.712,0.7964,Positive, we declar clear sens final encourag support candidaci bongbong marco inday sara duterte  chairman nur misuari
60,60,"@Maroroski1 @gmanews @bagbongmarcos so it's closed abs, because bias.Oligarchs",0.0,0.0,1.0,0.0,Neutral,close abs  bias oligarch
61,61,Maybe Yahuwah gave dreams to us young ones they call crazy to build a blockchain city in the northern mountainous area of Cordilleran preparing for the fire to come.The fire that melted the glacier for a flood and more?@bagbongmarcos @lenirobredo @mannypacquiao @iskomoreno,0.059,0.157,0.784,-0.5423,Negative,mayb yahuwah gave dream us young one call crazi build blockchain citi northern mountain area cordilleran prepar fire come th fire melt glacier flood more 
62,62,'Bongbong' Marcos JR poised for the presidency as the Philippines goes to the polls https://t.co/eb0ZZXLZG6,0.125,0.0,0.875,0.25,Positive, bongbong  marco jr pois presid philippin goe poll
63,63,"@Mystic1434 Madumb's cult is breathing @lenirobredo because the election is only 2 days in Pinas but still from the start to the end.
 #BBMSaraUnitheam
To Sir President @bongbongmarcos and Vice President @indaysara congratulations in advance.",0.14,0.0,0.86,0.7469,Positive,madumb  cult breath elect day pina still start end  sir presid vice presid congratul advance 
64,64,'Bongbong' Marcos JR poised for the presidency as the ... - https://t.co/KC53Guax3a #VIXC #LatestComments #Commentary #EweATHERNEWS https://t.co/KRFOVKVYEG,0.118,0.0,0.882,0.25,Positive, bongbong  marco jr pois presid    
65,65,Bongbong Marcos: The man attempting to revive a corrupt political dynasty https://t.co/RCAizWD8Q4,0.194,0.0,0.806,0.34,Positive,bongbong marcos  man attempt reviv corrupt polit dynasti
66,66,"Exactly!There are so many exols who are supporting Bongbong Marcos.I think Suho would slap the exols who are supporting the candidate who is a liar, tax evader, convicted criminal, and has fake diploma",0.17,0.232,0.598,-0.5707,Negative,exactly ther mani exol support bongbong marcos i think suho would slap exol support candid liar  tax evader  convict criminal  fake diploma
67,67,"@heyitsroanneee @bbcnews @bongbongmarcos yes po so seriously
#NeverForget
#Neveragain",0.189,0.391,0.42,-0.4391,Negative,ye po serious
68,68,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 who the heck is she ???He knows he knows BBM myghad very well!,0.168,0.0,0.832,0.4981,Positive,heck    he know know bbm myghad well 
69,69,"“Bongbong” Marcos Jr., the son of a former dictator, is leading the polls.

Harnessing the power of social media to blur the lines between fact and fiction, one of the Philippines' most despised families is being rehabilitated into one of its most revered.
https://t.co/f2zet5jgln",0.076,0.063,0.862,0.1531,Positive,bongbong marco jr   son former dictator  lead polls har power social media blur line fact fiction  one philippines  despis famili rehabilit one revered 
70,70,'Bongbong' Marcos JR poised for the presidency as the Philippines goes to the polls https://t.co/Mia4C9W1RC,0.125,0.0,0.875,0.25,Positive, bongbong  marco jr pois presid philippin goe poll
71,71,"@kylaadeleon1 @bagbongmarcos @sandromarcos7 it's just a school project, you are happy to be in agreement but if you don't have a plan, you will have no significant output.Happy Saturday!😊",0.212,0.086,0.702,0.484,Positive,school project  happi agreement plan  signific output happi saturday 
72,72,"@kylaadeleon1 @bagbongmarcos @sandromarcos7 girl, i will pray for you to be enlightened when you go to church tomorrow.There is still time.Check carefully.Yes, unity and unity but without a plan the country has no direction.",0.105,0.079,0.816,-0.0129,Neutral,girl  pray enlighten go church tomorrow ther still time check carefully yes  uniti uniti without plan countri direction 
73,73,@___shesthatgirl @bagbongmarcos @indaysara together we can hang again lol,0.259,0.0,0.741,0.4215,Positive,togeth hang lol
74,74,@fmesj @bagbongmarcos Editing Summary,0.0,0.0,1.0,0.0,Neutral,edit summari
75,75,"Even though I was @StarbuckSPH when I was @Starbucks, I didn't have to worry about Monday.

No matter what coffee it is, I will not be nervous on Monday because it is for the Philippines, because they will bring @bongbongmarcos and @indaysara

Because even the #HapasLupa can come here too.https://t.co/7mxn5Naujz",0.107,0.044,0.848,0.2778,Positive,even though worri monday no matter coffe is  nervou monday philippines  bring even come too 
76,76,@bagbongmarcos https://t.co/zrndb8jql1,0.0,0.0,1.0,0.0,Neutral,
77,77,"@paulocoelho tell this to @bangbongmarcos and to his blind supporters.They are super fanatic to a tax evader, smh",0.17,0.218,0.611,-0.0258,Neutral,tell blind supporters they super fanat tax evader  smh
78,78,Bongbong Marcos: The man attempting to revive a corrupt political dynasty - BBC News https://t.co/6938CM7XU5,0.167,0.0,0.833,0.34,Positive,bongbong marcos  man attempt reviv corrupt polit dynasti bbc news
79,79,@smninews @bagbongmarcos @indaysara wow galing naman!SOLID BBM Sarah.,0.369,0.0,0.631,0.6239,Positive,wow gale naman solid bbm sarah 
80,80,@carlos_rhodora @moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 good morning sis korek ka dyan khit what else do they throw at bbm the mere fact still voted by the country some dikada yellow have a new one who has been aware of the people Solud bbmsara for the theWin ♥ ️💚✌️👊,0.061,0.0,0.939,0.4404,Positive,good morn si korek ka dyan khit els throw bbm mere fact still vote countri dikada yellow new one awar peopl solud bbmsara thewin
81,81,"I'm just laughing.Bongbong Marcos is the candidate, not Fem.🤦🏾‍♂️🤦🏾‍♂️ So please, if it is argue, BBM's only accomplishments, do not feel sorry for others.You look like a fool, promise.",0.17,0.211,0.62,-0.3521,Negative,i m laughing bongbong marco candidate  fem  please  argue  bbm  accomplishments  feel sorri others y look like fool  promise 
82,82,@bagbongMarcos 17th President of the Philippines.✌🏽👊🏽❤️💚🇵🇭,0.0,0.0,1.0,0.0,Neutral,th presid philippines 
83,83,@Dawnzpost @bagbongmarcos @indaysara ✌️👊❤️💚,0.0,0.0,1.0,0.0,Neutral,
84,84,@kurotteyrr807 @gmanews @bagbongmarcos closed which one?Elaborate please.,0.277,0.0,0.723,0.3182,Positive,close one elabor please 
85,85,"Seems like creating a fake article, links is another drama.@senateph @senimeemarcos, @COMELEC.@lenirobredo, @bongbongmarcos, @cidg_pnp, @pnppio I, including the more than 112M Filipino is seeking for the truth.Hope it answered.Thanks https://t.co/8Y38Iamb4n",0.139,0.092,0.769,0.1531,Positive,seem like creat fake article  link anoth drama     i  includ filipino seek truth hop answered thank
86,86,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 you just die in envy of bbm.,0.0,0.4,0.6,-0.7184,Negative,die envi bbm 
87,87,What did Bongbong Marcos think before he went to bed?Does he visit his conscience?,0.0,0.0,1.0,0.0,Neutral,bongbong marco think went bed do visit conscience 
88,88,@dawal_marcos @bongbongmarcos ok thank you for your ruin ... bbmsara that i really do not have a good behavior instead of convincing you to be clear that you can ... hahaha i laugh at you.,0.363,0.131,0.506,0.8748,Positive,ok thank ruin     bbmsara realli good behavior instead convinc clear     hahaha laugh you 
89,89,"@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 her nickname back in the days was ""ampaw"" ... the fried rice cake that you thought the brain was empty, that's not it when you bite it.",0.0,0.057,0.943,-0.2023,Negative,nicknam back day  ampaw      fri rice cake thought brain empty  that  bite it 
90,90,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 Stop a cup of coffee ...,0.0,0.216,0.784,-0.296,Negative,stop cup coffe    
91,91,@jxxfux @arasows @pipaykipayy @bagbongmarcos I don't know if you want to educate yourself or not but if time you can visit the website of PCGG it's a government agency and it's only purpose is get all the ill gotten wealth of the MarcosFamily.,0.116,0.078,0.806,0.1901,Positive,know want educ time visit websit pcgg govern agenc purpos get ill gotten wealth marcosfamily 
92,92,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 please @bangbongmarcos @sandromarcos7 @senimeemarcos,0.247,0.0,0.753,0.3182,Positive,pleas
93,93,"Just heard how including parlor butchered our Land Nominated.It's glory and love not grief and love.You are Filipino, you should know.

#BBMSARA2022 |#BBMFIPRAPRATION
@bagbongmarcos |#Election2022
__
#BangonBayanMuli",0.301,0.0,0.699,0.8841,Positive,heard includ parlor butcher land nominated it  glori love grief love y filipino  know 
94,94,"@pipaykipayy why are you so popular because that person?Strength to judge people, you show a case that Bongbong Marcos has a graft and corruption case, you are your talent to be ugly we complain?",0.167,0.143,0.69,0.2444,Positive,popular person strength judg people  show case bongbong marco graft corrupt case  talent ugli complain 
95,95,"""(Bongbong) Marcos will not win ..."" said my grandmother Ilocana.Mark her word.",0.0,0.218,0.782,-0.4717,Negative,  bongbong  marco win      said grandmoth ilocana mark word 
96,96,"BBC News - Bongbong Marcos: The Man Attempting to Revive a Corrupt Political Dynasty
https://t.co/ymjova2wkx",0.167,0.0,0.833,0.34,Positive,bbc news bongbong marcos  man attempt reviv corrupt polit dynasti
97,97,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 the who is it?And how much does he mean to BBM or even Marcos to prove the accusation?Unless they are so good to him that he knows.You're irrelevant whoever u are.,0.111,0.0,0.889,0.625,Positive,it and much mean bbm even marco prove accusation unless good knows you r irrelev whoever u are 
98,98,@bagbongmarcos what's with all those here trying to link this to the Moro conflict.,0.0,0.15,0.85,-0.3182,Negative,what  tri link moro conflict 
99,99,"Bongbong Marcos has no degree, just a special diploma!

https://t.co/OXBNXNCW4W",0.245,0.18,0.574,0.2003,Positive,bongbong marco degree  special diploma 
100,100,"@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 If that's true, you were a lawmaker, why didn't you entrap it for trapped .. maybe you were with the protector then?Do you have DA drugs too?Wrong timing is your exposition ..",0.071,0.095,0.834,-0.2406,Negative,that  true  lawmaker  entrap trap    mayb protector then do da drug too wrong time exposit   
101,101,"Ferdinand Marcos JR:

Bongbong Marcos:
The man attempting to revive
 A CORRUPT POLITICAL DYNASTY

https://t.co/m8hi8oo0i6",0.156,0.0,0.844,0.34,Positive,ferdinand marco jr bongbong marcos th man attempt reviv corrupt polit dynasti
102,102,Reporter’s Review: Lian Buan on Bongbong Marcos https://t.co/KuieBShr8d via @youtube,0.0,0.0,1.0,0.0,Neutral,report review  lian buan bongbong marco via
103,103,The election sir @bongbongmarcos is over @MarCOSDDAILY_PH PLEASE ACTION YOU TO HAPPEN MAKE ME!@indaysara https://t.co/8PeyTrdi1h,0.192,0.0,0.808,0.5147,Positive,elect sir pleas action happen make me 
104,104,The President of the Philippines Bong Bong Marcos JR ❤️✌️🇵🇭 @bagbongmarcos @sandromarcos7 @uniteam #bbmismypresident2022 https://t.co/omzrxoq8va,0.0,0.0,1.0,0.0,Neutral,presid philippin bong bong marco jr
105,105,@Maroroski1 @gmanews @bagbongmarcos 🤣🤣🤣 So na napara db?Kc Alams na ..,0.0,0.0,1.0,0.0,Neutral,na napara db kc alam na   
106,106,"@carlos_rhodora @moniqu3n @bagbongMarcos @senimeemarcos @sandromarcos7 like that.It is their fault why their chicken is losing, they are still craan c bbm instead of lifting c porch.",0.087,0.184,0.729,-0.4215,Negative,like that it fault chicken losing  still craan c bbm instead lift c porch 
107,107,@maichardbibis1 @moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 desperate to ate..All they think they have a person who speaks to our president..pero wla still changed..they are still in the surveys!,0.0,0.094,0.906,-0.3802,Negative,desper ate  al think person speak president  pero wla still changed  they still surveys 
108,108,Hope we won't be fooled again!@bagbongMarcos @indaysara #BBMSARAH2022,0.473,0.0,0.527,0.6571,Positive,hope fool again 
109,109,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 old marites!TSISMOSAAAAA !!!!,0.0,0.0,1.0,0.0,Neutral,old marites tsismosaaaaa     
110,110,"@carlos_rhodora @moniqu3n @bongbongmarcos @senimeemarcos @sandromarcos7 korek dhang.No matter what they destroy, BBM's vote will still be reduced.Set the human mind, and mulats cla what is true.Btw ung bet nyan na presidential, have you ever had a drug test?Election S May 9 ahh!",0.026,0.091,0.883,-0.5707,Negative,korek dhang no matter destroy  bbm  vote still reduced set human mind  mulat cla true btw ung bet nyan na presidential  ever drug test elect may ahh 
111,111,@Moniqu3n @bongbongmarcos @senimeemarcos @sandromarcos7,0.0,0.0,1.0,0.0,Neutral,
